job_title,publish,company_name,city,description,website
Consultant Smart Factory Software / MES (m/w/d),vor 4 Tagen,MPDV Mikrolab GmbH,"Heidelberg, Mosbach, Hamm, München, Heimsheim bei Stuttgart","MPDV Mikrolab GmbH * Heidelberg, Mosbach, Hamm, München, Heimsheim bei Stuttgart * Feste Anstellung * Vollzeit - MPDV – We create Smart Factories - Als Experte für IT-Lösungen in der Fertigung unterstützen wir Unternehmen dabei, ihre Vision der Smart Factory zu verwirklichen. Wir sind weltweiter Player, aber regional verwurzelt. Highflyer, aber nicht abgehoben. Top Innovator, aber trotzdem bodenständig. Unsere Softwarelösungen begeistern seit mehr als 45 Jahren Unternehmen aus dem Fertigungsumfeld. Dank innovativer Produkte gestalten wir seitdem zusammen mit unseren Kunden die Smart Factory von morgen. Dabei arbeiten wir in einem familiären Umfeld, welches von Wertschätzung geprägt und offen für neue Impulse ist. Als innovatives und dynamisches Unternehmen mit rund 500 Mitarbeitern sind wir weiterhin auf Erfolgskurs und suchen zur Verstärkung unseres Teams für unsere",stepstone
Mitarbeiter (m/w/d) 1st Level Support und Client Service,vor 12 Stunden,Nolte Küchen GmbH & Co. KG,Löhne,"Nolte Küchen GmbH & Co. KG * Löhne * Feste Anstellung * Home Office möglich,Vollzeit - Nolte Küchen ist einer der weltgrößten Küchenmöbelproduzenten und begeistert täglich Kunden rund um den Globus. Unser Unternehmen steht für Leistung, Innovation und 100 % Made in Germany. Mehr als 1.400 Mitarbeiter setzen sich täglich mit ihrem Know-how, ihren Ideen und ihrem Qualitätsbewusstsein für die Zufriedenheit und den Erfolg unserer Kunden ein. Unsere Investitionen in Technologien und Menschen sichern dabei nachhaltig unsere Zukunft. So hat auch eine stetige Aus- und Weiterbildung ihren festen Platz in der Unternehmenskultur von Nolte Küchen. Zur Verstärkung unseres Teams in Löhne suchen wir Sie zum nächstmöglichen Zeitpunkt als Mitarbeiter 1st Level Support und Client Service. Ihre Aufgaben * 1st und 2nd Level Support im Bereich Client-Service",stepstone
Technical Consultant – Smart Factory Software (m/w/d),vor 5 Tagen,MPDV Mikrolab GmbH,"Heimsheim bei Stuttgart, München, Hamm, Heidelberg, Mosbach","MPDV Mikrolab GmbH * Heimsheim bei Stuttgart, München, Hamm, Heidelberg, Mosbach * Feste Anstellung * Vollzeit - MPDV – We create Smart Factories - Als Experte für IT-Lösungen in der Fertigung unterstützen wir Unternehmen dabei, ihre Vision der Smart Factory zu verwirklichen. Wir sind weltweiter Player, aber regional verwurzelt. Highflyer, aber nicht abgehoben. Top Innovator, aber trotzdem bodenständig. Unsere Softwarelösungen begeistern seit mehr als 45 Jahren Unternehmen aus dem Fertigungsumfeld. Dank innovativer Produkte gestalten wir seitdem zusammen mit unseren Kunden die Smart Factory von morgen. Dabei arbeiten wir in einem familiären Umfeld, welches von Wertschätzung geprägt und offen für neue Impulse ist. Als innovatives und dynamisches Unternehmen mit rund 500 Mitarbeitern sind wir weiterhin auf Erfolgskurs und suchen zur Verstärkung unseres Teams für unsere",stepstone
Softwaretester (m/w/d),vor 1 Tag,Hermes Einrichtungs Service GmbH & Co. KG,Löhne,"Hermes Einrichtungs Service GmbH & Co. KG * Löhne * Feste Anstellung * Vollzeit - Als Teil der weltweit operierenden Otto Group sind wir ein erfolgreiches, marktführendes Unternehmen in der B2C-Logistikbranche in Deutschland mit starkem Wachstum. Im Zwei-Mann-Handling setzen wir seit Jahrzehnten Maßstäbe und haben unseren Wettbewerbsvorsprung kontinuierlich ausgebaut. Mit 8.000 Beschäftigten an drei Logistikzentren und rund 60 Depotstandorten sowie leistungsstarken internationalen Netzwerkpartnern beliefern wir jährlich mehr als sieben Millionen Privathaushalte in Deutschland und im benachbarten Ausland. Unsere Mission ist es, stets einwandfreie Logistiklösungen und höchste Qualität sowie ein Plus an Service und Freundlichkeit zu liefern. Damit begeistern wir unsere Kund*innen jeden Tag aufs Neue.",stepstone
SAP Anwendungsbetreuer / -berater SD/CS (m/w/d),vor 3 Tagen,MULTIVAC Sepp Haggenmüller SE & Co. KG,Enger,"MULTIVAC Sepp Haggenmüller SE & Co. KG * Enger * Feste Anstellung * Vollzeit - MULTIVAC ist einer der weltweit führenden Anbieter von Verpackungslösungen für Lebensmittel aller Art, Life-Science- und Healthcare-Produkte sowie Industriegüter. Das MULTIVAC-Portfolio umfasst unterschiedliche Verpackungstechnologien ebenso wie Automatisierungslösungen, Etikettier- und Qualitätskontrollsysteme. Abgerundet wird das Angebot durch dem Verpackungsprozess vorgelagerte Lösungen in den Bereichen Portionieren und Processing sowie Backwarentechnik. Die Unternehmensgruppe beschäftigt weltweit etwa 6.900 Mitarbeiter und ist mit über 80 Tochtergesellschaften auf allen Kontinenten vertreten. Ihre Aufgaben * Als SAP CS / SD Anwendungsbetreuer unterstützen Sie unsere Fachbereiche durch Beratung, Prozessanalyse und- design sowie Customizing bis hin zur erfolgreichen Implementierung neuer",stepstone
IT-Security Engineer - Cloud Security Specialist (m/w/d),vor 4 Tagen,Dr. Kurt Wolff GmbH & Co. KG,Bielefeld,"Dr. Kurt Wolff GmbH & Co. KG * Bielefeld * Feste Anstellung * Vollzeit - Wir sind ein expandierendes mittelständisches Familienunternehmen mit internationaler Ausrichtung und bekannter Hersteller von Markenprodukten für die Haar-, Haut- und Mundpflege. Wir suchen Sie zum nächstmöglichen Termin zur Verstärkung unseres Teams als IT-Security Engineer - Cloud Security Specialist (m/w/d) * Mitarbeit bei der Erarbeitung von IT-Security Strategien und Entwicklung von Betriebskonzepten * Planung, Implementierung, Administration, Wartung und Weiterentwicklung der IT-Security Systeme * Präventive und reaktive Bearbeitung von Security Incidents und Changes sowie Ableitung von geeigneten Lösungsmaßnahmen * Planung und Durchführung von penetration-Tests * Ansprechpartner (m/w/d) für Fachbereiche bei Fragen der operativen IT-Security",stepstone
Network Security Engineer (m/w/d),vor 4 Tagen,Arvato Systems GmbH,Gütersloh,"Arvato Systems GmbH * Gütersloh * Feste Anstellung * Home Office möglich,Vollzeit - Über uns - Wer wir sind - Mit unseren innovativen IT-Lösungen unterstützen wir die digitale Transformation unserer Kunden weltweit. In ganz unterschiedlichen Branchen - vom globalen Handel über die internationale Medienindustrie bis zur Energie- und Versorgungswirtschaft. Rund 3.000 engagierte Mitarbeiter*innen an mehr als 25 Standorten sind für uns tätig. Unsere Kunden schätzen dabei vor allem unser exzellentes Know-how, das übergreifende technologische Wissen und den gelebten Unternehmergeist. Unsere Mitarbeiter*innen schätzen die partnerschaftliche Unternehmenskultur, die State-of-the-Art-Technologie sowie das Spektrum an Herausforderungen. Wir bieten viele Freiräume, um innovativ zu sein und im Team unternehmerische Verantwortung zu übernehmen. Aufgaben",stepstone
Verkaufsleitung Industrielle Bauteilereinigung m / w / d (Abgeschlossenes Studium als Chemiker:in oder Chemieingenieur:in oder abgeschlossene Ausbildung als Chemielaborant:in o. ä.),vor 4 Tagen,Stockmeier Chemie GmbH & Co. KG,Bielefeld,"Stockmeier Chemie GmbH & Co. KG * Bielefeld * Feste Anstellung * Home Office möglich,Vollzeit - Über uns - Die STOCKMEIER Gruppe ist ein unabhängiges Familienunternehmen, das in dritter Generation inhabergeführt wird. Die Gruppe umfasst weltweit Unternehmen, die in Distribution, Produktion und Dienstleistungen rund um die Chemie tätig sind. Insgesamt werden über 26.000 verschiedene chemische Standard- und Spezialprodukte gehandelt und produziert. Über 1.900 hoch engagierte Menschen arbeiten an mehr als 50 Standorten in Deutschland, Europa und Übersee für die STOCKMEIER Gruppe. Sie versorgen die Kundschaft, die aus rund 30.000 Unternehmen, Behörden und öffentlichen Einrichtungen besteht, täglich mit Chemikalien für verschiedenste Anwendungen. Starke Verbindungen zu Mitarbeitenden, Kundschaft und Lieferunternehmen bilden die Basis für die erfolgreiche 100-jährige ...",stepstone
IT Security Engineer (m/w/d) - Security Spezialist,vor 2 Tagen,Ratbacher GmbH,"Bielefeld, Karlsruhe, München, Frankfurt, Hannover","Ratbacher GmbH * Bielefeld, Karlsruhe, München, Frankfurt, Hannover * Feste Anstellung * Home Office möglich,Vollzeit - Als Full-Service Anbieter betreibt Ihr zukünftiger Arbeitgeber eines der größten Rechenzentren und bietet Infrastruktur-Services für Unternehmen in ganz Deutschland. Um den wachsenden Umfang an Hard- und Softwareprodukten im IT-Bereich verwalten und bewältigen zu können, ist spezielles Know-how unabdingbar. Daher unterstützt Ihr Arbeitgeber mit modular aufgebauten Managed Services, wie z.B. Database & Cloud Applications, Managed Kubernetes, Network & Security. Allein am Hauptstandort in Bielefeld sind derzeit über 500 Mitarbeiter in verschiedenen Teams beschäftigt. Zur Verstärkung sind wir derzeit auf der Suche nach einem IT Security Engineer (m/w/d) zur Festanstellung wahlweise am Standort in Bielefeld, Karlsruhe, München, Frankfurt, Hannover.",stepstone
Software Test Engineer *,vor 1 Woche,Weidmüller Gruppe,Detmold,"Weidmüller Gruppe * Detmold * Feste Anstellung * Vollzeit - Weidmüller - Partner der Industrial Connectivity - Die Unternehmensgruppe Weidmüller verfügt über Produktionsstätten, Vertriebsgesellschaften und Vertretungen in mehr als 80 Ländern. Gemeinsam mit unseren Kunden gestalten wir den digitalen Wandel - mit Produkten, Lösungen und Dienstleistungen für die Smart Industrial Connectivity und das Industrial Internet of Things. Im Geschäftsjahr 2021 erzielte Weidmüller einen Umsatz von 960 Mio. Euro mit rund 5.300 Mitarbeitern. Ihnen liegt Softwarequalität am Herzen und Sie fühlen sich berufen, Entwicklerteams zu unterstützen und hohe Softwarequalität zu erreichen? Dann freuen wir uns auf Ihre Unterstützung in unseren interdisziplinären Teams, welche Industrial IoT-Lösungen in den Anwendungsfeldern des Maschinen- und Anlagebaus entwickeln.",stepstone
Mitarbeiter (m/w/d) im 1st Level IT Support,vor 1 Woche,Dr. Kurt Wolff GmbH & Co. KG,Bielefeld,"Dr. Kurt Wolff GmbH & Co. KG * Bielefeld * Feste Anstellung * Vollzeit - Wir sind ein expandierendes mittelständisches Familienunternehmen mit internationaler Ausrichtung und bekannter Hersteller von Markenprodukten für die Haar-, Haut- und Mundpflege. Wir suchen Dich zum nächstmöglichen Termin zur Verstärkung unseres Teams als Mitarbeiter (m/w/d) im 1st Level IT Support * Erster Ansprechpartner (m/w/d) bei sämtlichen IT-Problemen im Umgang mit der Infrastruktur * Qualifizierung und Bearbeitung von Störungen und Anfragen * Anlage und Pflege von Nutzerdaten im Active Directory * Pflege der Knowledge Base * Unterstützung bei IT-Projekten im Client Umfeld * Proaktiver Kundensupport * Unterstützung nden * Ausbildungsabschluss im IT-Umfeld (z. B. zum Fachinformatiker (m/w/d)) oder vergleichbare Qualifikation * Erfahrung im Bereich des Servicemanagements",stepstone
Offensive Security – Junior Pentester (w/m/d),vor 1 Woche,DTS Systeme GmbH,"Bensheim, Berlin, Bochum, Bremen, Hamburg, Hannover, Herford, Köln, München, Münster, Nürnberg","DTS Systeme GmbH * Bensheim, Berlin, Bochum, Bremen, Hamburg, Hannover, Herford, Köln, München, Münster, Nürnberg * Feste Anstellung * Vollzeit - Wir unterstützen unsere Kunden als etablierter IT-Dienstleister in den Fokusbereichen Datacenter, Technology und Security. Mit unseren zwei eigenen zertifizierten deutschen Rechenzentren und über 350 Mitarbeiter*innen an 15 Standorten in Deutschland, Österreich und Griechenland bieten wir Kunden vielseitige, innovative sowie hybride Lösungen an. Flache Hierarchien, familiäres Miteinander, nachhaltige Personalentwicklung und eine Kultur der offenen Tür, das ist die DTS. Standort: Bensheim, Berlin, Bochum, Bremen, Hamburg, Hannover, Herford, Hybrider Arbeitsort (anteilig Office / anteilig Homeoffice), Köln, München, Münster (Westfalen), Nürnberg - Deine Aufgaben",stepstone
Analyse-Ingenieur (m/w/d) Leistungselektronik,vor 1 Woche,Delta Energy Systems (Germany) GmbH,Soest,"Delta Energy Systems (Germany) GmbH * Soest * Feste Anstellung * Vollzeit - Die 1971 gegründete Delta Gruppe ist mit ca. 80.000 Mitarbeitern starker Partner für viele erfolgreiche Unternehmen in Bereichen wie beispielsweise der Automobilindustrie, der industriellen Automatisierung, der Gebäudeautomatisierung sowie in Rechenzentren oder im Bereich der erneuerbaren Energien. Delta verfügt über Vertriebsbüros, Produktionsstätten und R&D-Zentren weltweit. Mit dem Unternehmensleitbild, „innovative, saubere und energieeffiziente Lösungen für eine bessere Zukunft“, betont Delta seine Rolle bei der Bewältigung zentraler Umweltprobleme wie dem weltweiten Klimawandel. Analyse-Ingenieur (m/w/d) für Leistungselektronik - Standort: Soest - Ihre Herausforderung * Sie agieren in einem breiten Aufgabenbereich in unserem Entwicklungslabor für leistungselektronische Baugruppen und Syst",stepstone
IT-Systemadministrator (mwd) - 1st & 2nd Level Support,vor 1 Woche,Oltrogge GmbH & Co. KG,Bielefeld,"Oltrogge GmbH & Co. KG - IT-Systemadministrator (mwd) - 1st & 2nd Level Support * Bielefeld * Feste Anstellung * Vollzeit - Wir bei Oltrogge sind seit über 155 Jahren DER Engineering-Partner für die produzierenden Industrie. Von der schlüsselfertigen Lackieranlagen über vollumfängliche Druckluftkonzepte bis hin zur anspruchsvollen Werkzeugmaschine für die CNC-Bearbeitung – für unsere Kunden realisieren wir technische Innovationen, die begeistern. Dazu brauchen wir viel Erfahrung, absolute Serviceorientierung und Menschen, die Technik lieben. Verlieren Sie keine Zeit und werden Teil unseres IT-Teams! * 1st Level und 2nd Level Support (Microsoft Client Umgebung, Hardware/ Peripherie) * Betreuung und Weiterentwicklung unserer Softwaredistribution (Matrix 42) * Betreuung und Weiterentwicklung der Telefonie und CTI-Systeme * Betreuung von M365 / Azure-AD Umgebung",stepstone
Offensive Security – Pentester / Red Team Operator (w/m/d),vor 1 Woche,DTS Systeme GmbH,"Bensheim, Berlin, Bochum, Bremen, Hamburg, Hannover, Herford, Köln, München, Münster (Westfalen),","DTS Systeme GmbH * Bensheim, Berlin, Bochum, Bremen, Hamburg, Hannover, Herford, Köln, München, Münster (Westfalen), * Feste Anstellung * Vollzeit - Wir unterstützen unsere Kunden als etablierter IT-Dienstleister in den Fokusbereichen Datacenter, Technology und Security. Mit unseren zwei eigenen zertifizierten deutschen Rechenzentren und über 350 Mitarbeiter*innen an 15 Standorten in Deutschland, Österreich und Griechenland bieten wir Kunden vielseitige, innovative sowie hybride Lösungen an. Flache Hierarchien, familiäres Miteinander, nachhaltige Personalentwicklung und eine Kultur der offenen Tür, das ist die DTS. Standort: Bensheim, Berlin, Bochum, Bremen, Hamburg, Hannover, Herford, Köln, München, Münster (Westfalen), Nürnberg - Deine Aufgaben * Durch gezielte Sicherheitsanalysen, Penetration Tests oder Red Team Engagements (Adversary-Simulationen) greifst Du Syste",stepstone
Chemielaborant (m/w/d) Schwerpunkt HPLC,vor 2 Wochen,Baxter Oncology GmbH,Halle,"Baxter Oncology GmbH * Halle * Feste Anstellung * Vollzeit - Unsere Produkte und Therapien werden täglich von Millionen Menschen weltweit, sowohl in Kliniken als auch bei Patienten zu Hause, angewendet. Dabei vertrauen Patienten und Ärzte auf unsere lebensrettenden Produkte aus den Bereichen Nierenersatztherapie, Anästhesie, Chirurgie, Infusionstherapie, künstliche Ernährung, Onkologie und Schmerztherapie. Baxters Mission Leben zu retten und zu erhalten motiviert weltweit rund 50.000 Mitarbeitende in über 100 Ländern. Für unser Team Qualitätskontrolle suchen wir Sie als Chemielaborant (m/w/d) mit Schwerpunkt HPLC für unseren Standort in Halle / Westf. Deine Aufgaben - Als Chemielaborant:in sind Sie verantwortlich für das GMP-gerechte Vorbereiten, Berechnen, Durchführen und Dokumentieren von Analysen nach BAXTER-eigenen als auch Kundenmethoden sowie den einschlägigen P",stepstone
Systems & Data Manager (m/w/d) Procurement,vor 4 Tagen,Dr. August Oetker Nahrungsmittel KG,Bielefeld,Systems & Data Manager (m/w/d) Procurement * Als Systems & Data Manager (m/w/d) Procurement verantwortest du das Management unserer IT-Systeme sowie unsere Lieferanten und Dienstleister im internationalen Einkauf und behältst dabei auch Nachhaltigkeitsthemen im Blick.,stepstone
IT-Mitarbeiter (m/w/d) 1st Level Support,vor 1 Woche,FERCHAU GmbH,Bielefeld,"FERCHAU GmbH * Bielefeld * Feste Anstellung * Vollzeit - Was unsere Kunden von ihren Technologielösungen erwarten? Das nächste Level! Das gelingt unserem Team bei FERCHAU Tag für Tag. Wir suchen Sie: als ambitionierten Kollegen, der wie wir Technologien auf die nächste Stufe bringen möchte. Wir realisieren spannende Projekte für namhafte Kunden in allen Technologien und für alle Branchen und überzeugen täglich mit fundierter Expertise und fachlichem Know-how. Deine Aufgaben - Ihr Aufgabengebiet * Aufnahme, Analyse und Bearbeitung von Benutzeranfragen aus der Zentrale und den Standorten * Erfassung, Klassifizierung und Bearbeitung sowie Weitergabe eingehender Störungsmeldungen in einem Ticketsystem * Verwaltung einer Microsoft Active Directory * Installation von Softwareprodukten auf Endgeräten sowie Cliententstörung - Das erwartet Sie bei uns * Unbefristeter Arbeitsve",stepstone
